id,ocr_text
8804,
8805,NDEITHe
8806,
8807,
8808,duod doint starts hec
8809,
8811,
8812,"00 Verizon 6*31 PM 37% mtv.com HASHIAGS BELOW 45,388,328 5 Seconds Of Summer ""She's Kinda Hot"" #ShesKindaHotVMA VOTE VOTE 50 Jr 45,083,424 L Fifth Harmony ""Worth It"" #WorthltVMA"
8813,Peeps
8814,
8815,0
8816,"00 Verizon 6:15 PM 22% mtv.com ""*I UsNTto HASHTAGS BELOW 56 OE 43,475,680  D Fifth Harmony 'Worth It"" #WorthltVMA VOTE VOTE 43,468,817 Wn"
8817,"Jujjteubs_ )Rures"" IDHI"
8818,WTF
8819,
8820,
8821,
8822,Twittern 0 T holly @Ssosintoxicated ITS BEEN A YEAR SINCE WAS IN THE ELEVATOR WITH CALUM AND MUM SAID TO HIM HES NAUGHTY BC SHES SEEN HIS BUM IM LAUGHING livie 8) Girwinsgasm @Ssosintoxicated WHAT YOU WERE IN AN ELEVATOR WITH HIM @irwinsgasm MY MUM LOOKED AT HIM AND SAID 'YOURE A NAUGHTY BOY IVE SEEN YOUR BOTTOM AND THIS WAS HIS REACTION oSsosintor Itcd oSsosintor
8824,
8825,This   sqlad wovld Dc a lot betfcr if it had some 5_sauce (WEIRD FOOD) ADD YOURS AND SHAREI
8826,
8828,"THEYLL GET CONFIDENT IN THEIR LEAD AND NOT TRY AS HARD NEVER GET COMFORTABLE WITH OUR OWN AMOUNT OF VOTES KEEP GOING #WorthltVMA 8/30/15,2.37 AM"
8829,[SMILE IN PUNK] OH MY GAWWW NEED A DOCTOR THIS THIS [S AWESOMET IS PUNKI [CRYS IN PUNKI
8830,
8831,849#
8832,5 SECONDS OF VOT€ #SHESK INDAHOTVMA SUMMERC
8833,Normani Kordei @NormaniKordei if this 100k retweets |'Il call a few of you #WorthltVMA 7.45pm 30 Aug 2015 Twitter for IPhone gets
8834,
8835,"ooo AT&T 2.35 AM 24% Search Twitter #XFactor The X Factor is backl 225K Tweets about this trend #ShesKindaHotMVA 44,.4k Tweets about this trend 5 #VMAs 7 VMAs Performers 2015 List: Who's Performing At MTV Video Music Awards? 232k Tweets about this trend Reading Home Notifications Messages Me App"
8836,"Gto ilaht Paradat, tet"
8837,
8838,
8839,00 AT&T 3.40 PM 76 % 5 Seconds of Summer and You #ShesKindaHotVMA added you There are 2 other people in this group Enjoyy xX #ShesKindaHotVMA 3.37 PM #ShesKindaHotVMA left Start a new message Send Home Notifications Messages Me
8840,
8841,michaelgclifford: good lukes are bad lukes that havent been caught #hes a good luke #hes michaels favorite
8842,
8843,5 SECONDS OF Voje #SyesK TNDAHOTVMA SUMMER
8844,3 3 8 22222 63
8845,How to eat coleslaw: Throw it in the trash davie dave
8846,use( DUES 45
8847,"00 Verizon 6.06 PM 22% mtv.com 56 Jr 42,532,699 L Fifth Harmony 'Worth It"" #WorthltVMA VOTE VOTE 42,361,280 5 Seconds Summer ""She's Kinda Hot"" Of"
8848,"36 R 42% 4.04 PM VOIE ONL USING THE #As AGS BELOW You've 12 votes per user per day to do ya Choose wisely: Ain't nobody got time for spaml 34,530,120 5 Seconds Of Summer ""She's Kinda Hot"" #ShesKindaHotVMA VOTE VOTE 50 Ja 34,177,133 L got thing:"
8849,5 SECONDS OF VOT€ #HESK INDAHOTVA SUMMER
8850,"00 AT&T 10.41 PM 96 % pop-buzz com POFBUZZ LISTEN Tind out Which member 0f 5S0S should be your baby daddyl Because baby goals Calum VIS Ran A true talent, we have no doubt that Calum would be an excellent baby daddy. You both love a bit of silliness, chilling out with a huge pizza and listening to some music Calum would make sure your child grew up with awesome music taste and the ability to sing, write and play Here's to the next generation of 5SOSI good guitar;"
8851,keek
8852,
8853,
8854,
8855,doesn't always have to be flowers
8856,"-102 T-Mobile 132 AM 53% Tweet Aaisha @CabeYofeels ONE OF THEIR BAND MEMBERS TWEETED THE HASHTAG, GO, GO, GO. DONT STOP AT ANY COST #WorthltVMA 8/30/15,L3LAM 66 RETWEETS 3 FAVORITES New Tweet from Ssos updates Reply to Aaisha Home Notifications Messages Me"
8857,
8858,"0oo WIND 3.49 PM 83% Michael Clifford, SO.. SOLO DM helper 24hou added you There are 2 other people in this group Hi SOLO DM helper 24hou 3.49 PM Heyl THANK YOUUU 3.49 PM Start a new message Jend Home Notifications Messages Me"
8859,michaelgclifford left a comment What the fuck is this   the fuck What the fuck is this What michaelgclifford left a con What the fuck is this the fuck the fuck is this What the fuck ashioninmwin What the fuck What the fuck is this the fuck What the fuck is this the fuck What the What the fuck is this
8860,Fuck The Tweet Limit @maddi 12h LUKE cmon babesl who's Sth Harmony? #ShesKindaHotVMA #ShesKindaHotVMA #ShesKindaHotVMA #ShesKindaHotVMA #ShesKindaHotVMA #ShesKindaHotVMA Avril @BEAMYLAUREN 12h @maddi_lynnie and who are you some irrelevant piece of shit that's sitting behind a screen trying to a rise out of people #WorthltVMA get
8861,
8862,
8863,*skh comes out* Person: what s you re favorite song? Me She Kinda Hot *fly away comes out* Person : what you re favorite song? Me Fly Away *part or jet black heart released* Person : what you re favorite song? Me Jet Black Heart
8864,
8865,"""xtnarv"
8866,
8867,
8868,kezk
8869,
8870,
8871,oooo Verizon 12.48 PM 23 % Tweet Q 56 meghan @meghan_ohanlon twisty the clown is gonna be at the vmasll! #WorthltVMA Reply to meghan Home Notifications Messages Me
8872,
8873,michaelgclifford left a comment What the fuck is this   the fuck What the fuck is this What michaelgclifford left a con What the fuck is this the fuck the fuck is this What the fuck ashioninmwin What the fuck What the fuck is this the fuck What the fuck is this the fuck What the What the fuck is this
8874,"00 Verizon 6:19 PM 26% mtv.com HASHTATGS BELOW 43,994,907 5 Seconds Of Summer ""She's Kinda Hot"" #ShesKindaHotVMA VOTE VOTE 56 43,905,277 L"
8875,Girlfriend's bitching couse alwoys sleep in She s always screaming when she's calling her friends She's kinda hot though Yeah; shes kinda hot though My
8876,
8877,"0o Verizon 01:18 99% mtv.com Aint nopody got time tor spam! 56 a 9,169,434 L Fifth Harmony ""Worth It"" #WorthltVMA VOTE VOTE 9,153,839"
8878,
8879,
8880,
8881,12.04AM lesbian farmer Related: rice farmer styles fetus michael cliffo Q Web Fo Images Videos harry
8882,Fuckoff
8883,
8884,
8885,
8886,This IS Fine
8887,"8o VIRGIN 12:28 AM 12% mtvcom Youve 12 votes per user per to do ya thing: Choose wisely: Ain't nobody time for spaml 12,056,325 5 Seconds Of Summer ""She's Kinda Hot"" #ShesKindaHotVMA VOTE VOTE 55 Je 11,779,648 got day got"
8888,"0oo Verizon 3.01 PM 6% L Tweet Q TE naudia @barbzjm 15s But #ShesKindaHotVMA @losershawtyy barbzjm cancer 8/30/15, 3.01 PM Reply to K Home Notifications Messages Me get"
8889,{t
8890,
8891,
8892,SEGONDS SUMMER
8893,
8894,LUKE iuca
8895,MLIARY MAGNET
8896,
8897,"SSOS vs FOOD Round 2 (Houston) W4n""T J 17y Hisense"
8898,effective. Power oohoo LSalai r r c2 & 7'
8899,
8900,"[P SOMMER 77.39 0s To 5 Seconds of Summer @5SOS FOLLOWS YOU just 4 dudes making music :) love u 4 supporting us! Pre-order our album Ssosf.aml vjnufz @ashtonSsos calumSsos @michaelSsos @lukeSsos HiOrHeyRecords Sydney; Australia facebook com/Ssecondsofsumm 33,239 FOLLOWING 7,413,324 FOLLOWERS Tweets Media Favourites 5 Seconds of Summer @5SOS Im if you guys can get us an extra 10Ok votes we'Il post the Ss0S VS food part 2 even though it sucks #ShesKindaHotVMA 0 16.3K 9,656 20+ Home Notifications Messages Me GODFFFI"
8901,
8902,ADIOS BITCHACHD 1
8903,
8904,
8905,"iPod 1.43 AM mtv.com 90 9 0088 ""J*'] Ain't nobody time for spaml 10,152,034 5 Seconds Of Summer ""She's Kinda Hot"" #ShesKindaHotVMA VOTE VOTE 56 Ja 10,148,487 U Fifth Harmony ""Worth It"" 4*] got"
8906,LUHE
8907,Bell 11.43 PM 72% Search Twitter Te #OTRADetroit 920K Tweets about this trend Jays Something truly special happening with these Blue Jays Sportsnet.ca 31K Tweets about this trend #ShesKindaHotVMA 3.85M Tweets about this trend Drunk Analysis of Drunk Tweets Reveals World's 'Girliest' Beer 165K Tweets about this trend #SantaCruzMares 11.1K Tweets about this trend Home Notifications Messages Me
8908,vevo
8909,BUT YOU'RE Not MIcHAEL CLIFFORD
8910,
8911,
8912,6.32 PM Tweet Michael Clifford follows colombian nat @laurenhotregui WHILE WE VOTE THEY MAKE HUNDREDS OF DRAFTS WHEN WE GET LEAD THEY RELEASE THEM & STEAL IT TRY TO SAVE DRAFTS WHILE VOTING TOO #WorthItVMA 6.31 PM 30 Aug 15 126 RETWEETS FAVORITE Reply to colombian nat
8913,
8914,This   Sqlad wovld Dc a lot betfer if it had some 5_sauce (WEIRD FOOD) ADD YOURS AND SHAREI
8915,chaalistone
8916,"Oo Fido 446 67.% 5 SECONDS) OF SUMMER 54E'5 iNDA I 0.04 -4:15 The Girl Who Cried Wolf 5 Seconds Of Summer She's Kinda Hot EP Hot"""
8917,"6.:19PM all categories VOTE ON #ASNRAGS USING THEE BELOW 44,021,897 5 Seconds Of Summer ""She's Kinda Hot"" #ShesKindaHotVMA VOTE VOTE 56 J 43,928,341 L"
8918,"5.26 PM bri wd :D, Violet bri wd :D added you There are 2 other people in this group send proof with the hashtag #ShesKindaHotVMA bri wd :D 5.25 PM Hey"
8919,
8920,SECONDI SUMMEA
8921,Seconds 'sU A 4ER
8922,C: Dont be fucking rude ~0FbRNN [
8923,"Bell 10:16 PM 7 0 46% Ssos isn't tweeting the # because they know we can win this for them: we have to work as a fam. harmonizers are using a website to cheat and its not fair we 've worked so hard for this. since we obviously aren't cheating; 5sos deserves to win so WE HAVE TO VOTE LIKE CRAZY. RT TO SPREAD THE WORD @christyhemmings Calgary, Alberta -174 Tweet the Fm W E R T P S D F H K 2 B M 123 space #"
8924,T47 tiunfW Tb THISKEY WHVZ NINT 0zz
8925,
8926,
8927,AlI Tcoms & Pcrormcps 4 DF the-luke-to-your-michael: love this picture because Michael wanted to cover his burns So the rest of the boys wore bandanas too
8928,
8929,Nawdose 4
8930,
8931,"R Mhmm night a minute ago R, BITTTTTTTTCH R THEY SAY WE'RE LOSERS AND WE'RE ALRIGHT wiTH THAT R BUT TONOGHT R OH TONIGHT WE ARE THE WINNERS OF THE SONG OF THE SUMMER WITH 52,970,831 VOTES WE HAVE WON Type & message"
8932,
8933,
8934,
8935,
8936,
8937,"0oo AT&T 9.03 AM 100 % Clear To Mansfield, MA Drive Walk Apps This route requires tolls_ Portlan NEW HAMPSHIRE Concord Manchester 2 hrs 45 min 2 hrs 34 min Lowell Peabody minster Boston AChUSETTS Quincy Franklino Brockton Woonsocket Providence ord Rarn 2 hrs 34 min 147 miles Start 'Keene Law"
8938,Calum Hood 'CalumSsos 345 Ashton otherwise known as pimp daddy pulled out his best suede jacket for tonight
8939,Stce ay
8940,
8941,"Verizon 6.03 PM 24% mtv.com NAONAUI DLOvV 9l56 Jr 189,535 U Fifth Harmony ""Worth It"" #WorthltVMA VOTE VOTE 41,987,682 42,"
8942,
8943,
8944,Em Enuak Emaarmi? Erm Emaeaoii DMi REM
8945,ooo ROGERS 1.04 PM 73% Messages Alex Details Is every one else the same one or what My bus came lol  Today 1:02 PM are you voting No. will be now Vote lots Like there isn't a limit Vote until your fingers  like fall off Text Message Send taking Yay
8946,
8947,
8948,Judging You
8949,ChApS)
8950,
8951,
8952,
8953,
8954,
8955,
8956,Outer Space 6.38 Album only Carry On
8957,
8958,
8959,
8960,#CONI JMmE
8961,
8962,
8963,
8964,"oooo Sprint 1.46 PM 78% mtv.com uay LO uo ya ""Y: DoOOG Ain't nobody time for spaml 25,324,792 5 Seconds Of Summer ""She's Kinda Hot"" #ShesKindaHotVMA VOTE VOTE 56 J 25,259,789 U Fifth Harmony 'Worth It"" vviogij- got"
8965,Ooooo Bell 11*25 PM 4590 0.52 -0.34 A message from Ssos strong beautifull Stay
8966,
8967,
8968,"0ooo Verizon 5.48 PM 11% mtv.com Juiuky TADOC all categories VQHEPH AND USING HASHTAGS BELOW 40,446,521 5 Seconds Of Summer ""She's Kinda Hot"" #ShesKindaHotVMA VOTE VOTE Jr 40,373,693 L 0"
8969,
8970,"00 TELUS 15:32 28% mtv.com 31,526,914 5 Seconds Of Summer ""She's Kinda Hot"" #ShesKindaHotVMA VOTE VOTE 50 Ja 31,524,579 Ld Fifth Harmony ""Worth It"" #WorthltVMA"
8971,
8972,ATETCDW
8973,
8974,
8975,
8976,"ooo Verizon 1:40 PM 75% mtv.com Ain't nobody time for spaml 24,860,664 5 Seconds Of Summer ""She's Kinda Hot"" #ShesKindaHotVMA VOTE VOTE J 24,833,032 D got 56"
8977,Mye laska
8979,
8980,
8981,0
8982,TeTSFeeHt arF BND DieInO t#edara
8983,02 Ung
8984,
8985,YaT ? 9 M U0P Vat? 0?11001 uels Jaicte LOBOULO
8986,
8987,
8988,SE @D KJden
8989,46 VA4@CR
8990,"Rul18% 3.23 AM Instagram lizhemmings 39m roootii  83 3.23 -0:18 Jet Black Heart 5 Seconds of Summer Sounds Good Feels @ 9,755 likes lizhemmings Loving this new track @Ssos #jetblackheart #Ssos MNp:"
8991,
8992,
8993,holdin bak da tears ill be ok oucH n 0 rlly can u not dont look @ meh
8994,"Ooo Verizon LTE 12:20 PM 97% Search Twitter York: Tlmes trend Oliver Sacks Oliver Sacks The man who mistook his wife for a hat 103K Tweets about this trend #ShesKindaHotVMA 17,5M Tweets about this trend Late Registration Late Registration Turns 10 Stereogum Home Notifications Messages Me Top"
8995,Unire tov 54( I6e
8996,
8997,LUHE
8998,"00 Verizon 1951 AM 33% mtv.com 10,598,124 5 Seconds Of Summer ""She's Kinda Hot"" #ShesKindaHotVMA VOTE VOTE 5 Je T0,503,973 L Fifth Harmony 'Worth It"" #WorthltVMA VOTE VOTE"
8999,
9001,(Siriusxm Siriusxm Dadit Siriuc> {Sirit Siriusx Isxm usAm
9002,0
9003,'Ponies FOREVEA [vells excitedlyond rungoutside @ mintue beforea showtotake plcture with a qoinbow ARE WE PUNK ROck YET? 5 seconds of summer be like:
9004,
9005,"0oo AT&T 3*12 PM 75% mtv.com 30,359,051 5 Seconds Of Summer ""She's Kinda Hot"" #ShesKindaHotVMA VOTE VOTE So JE 30,294,692 D"
9006,"oo Bell 12*26 AM 5 % mtv.com 58 D [9,7420,257 D Fifth Harmony 'Worth It"" #WorthltVMA VOTE VOTE 9,406,485"
9007,
9008,
9009,
9010,Ad Mano;
9013,
9014,"10,305,785 5 Seconds Of Summer ""She's Kinda Hot"" #ShesKindaHotVMA VOTE VOTE 50 J 10.251.224"
9015,RRujtel )eRuref MDIDL
9016,
9017,Ft
9018,"Coftrot for Creative Stuoues Coure 0TS JorCt ILVR "" ITInq"
9019,
9020,This   Sqlad wovld Dc a lot betfer if it had some 5_sauce (WEIRD FOOD) ADD YOURS AND SHAREI
9021,5 SECONDSI 'OF SUMMER Unds Tov EoOpFEits Cqg2 Sl
9022,
9023,1 HAT
9024,NOFX Xoney Maid
9025,
9026,
9027,#BA DUM TSSS*
9028,
9029,
9030,
9031,Dno2o2
9032,
9033,"CONGRATS 5 SECONDS 0F SUMMER HE S KINDA Hot Mtv VMAs 2015 SONG 0F THE SUMMER ""5"
9034,
9035,JEa
9036,
9037,
9038,
9039,"Mill v% 6.33 PM Tweet MTV VMA @VMAs_2015 FIFTH HARMONY NOW ON COLORFUL CARPETI WATCH LIVE ON THE SITE: LIVE VMASZOTS.COM #WorthltVMA 6,31 PM 30 Aug 15 81 RETWEETS 29 FAVORITES 4 #ShesKindaHotVMA @haleyheartt Im @VMAs_2015 no you the wrong hashtag #ShesKindaHotVMA Mland^Tlaliri^ Dradn OcAccc Reply to MTV VMA put"
9040,
9041,LUKE
9042,
9043,TheLIOC In My Veins IS Miade Up OF ieane < Uanlllyeea
9044,iPod 3.06 PM _hOttie.t 3h ashtonirwin 3h
9045,oooo Sprint 3.49 AM 4% Search Twitter trend #Hannibal Hannibal' Finale Postmortem: Bryan Fuller Breaks Down That Bloody: 143K Tweets about this trend 2 #ShesKindaHotMVA 58.5K Tweets about this trend Home Notifications Messages Me Top
9046,
9047,Ddjet
9048,
9049,Y8n PDJ
9050,Ruteut} )eRures @TID
9051,
9053,JCADEM SC TLIARY MAGNET ~CHARLESTON;
9054,
9055,CAUSE IVE GOT A JET BLACK HEARL
9056,"""h %+ ull 13% 5.19 Michael Clifford, Solo D= Solo Dm's Giveaway added you 2 more in this group congrats on the dml please post proof love, and stay activel ily X Solo Dm's Giveaway 5.17 PM HOLY JESUS 5.18 PM Start a new 0 message 140 SEND"
9057,"iPod 1.49 AM mtv.com Ain't nobody time for spaml 10,476,391 5 Seconds Of Summer ""She's Kinda Hot"" #ShesKindaHotVMA VOTE VOTE 56 Ja 10,392,405 U Fifth Harmony ""Worth It"" got"
9058,MLITARY . MAGNET ACADE ~HARLES
9059,
9060,"oooo AT&T 12*25 PM 84 % mtv.com 21,914,007 5 Seconds Of Summer ""She's Kinda Hot"" #ShesKindaHotVMA VOTE VOTE 155 Je 21,547,917 U"
9061,"""dq & helen:  5.00 PM Retweeted: Rt if your seeing them tomorro- Messenger {sooatioar peoviee 5.00 weather: PM Mon, 24 Aug ( Tap"
9062,
9063,"Bell 5.36 PM 70% Michael Clifford, Ijp shay Il Ijp added you There are 2 other people in this group hii shay Il Ip 15.34 PM ! THANK YOU SO MUCH 5,36 PM People Michael Clifford @Michael5sos tweets are not mine: they're your moms immature, but inoffensive. (sometimes) shay || Ijp @cybrhes *accidentally likes one direction more than ever intended to Add people shay hey"
9064,SMIRNOFn ICE SMIRNOF ICE Vooka CuAUn % Citeus rast Onaaichsiaot Da-nK 0 Fuium Ofvi0aci KaaLaVooa 09 eteee Shann
9065,"0o Verizon 01:18 99% mtv.com Aint nopody got time tor spam! 56 a 9,169,434 L Fifth Harmony ""Worth It"" #WorthltVMA VOTE VOTE 9,153,839"
9066,oooo Sprint 2.00 AM 31% Tweet TA LUKE LUKE LUKE LUKE LUKE LUKE LUKE LUKE LUKE LUKE LUKE LUKE LUKE LUKE LUKE LUKE LUKE LUKE LUKE LUKE LUKE LUKE LUKE LUKE #ShesKindaHotVMA Translated from Norwegian by bing WEED WEED WEED WEED WEED WEED WEED WEED WEED WEED WEED WEED WEED WEED WEED WEED WEED WEED WEED WEED WEED WEED WEED WEED #ShesKindaHotVMA Reply to bianca gilson Home Notifications Messages Me
9067,7 Bervicor
9068,"8o VIRGIN 12:28 AM 12% mtvcom Youve 12 votes per user per to do ya thing: Choose wisely: Ain't nobody time for spaml 12,056,325 5 Seconds Of Summer ""She's Kinda Hot"" #ShesKindaHotVMA VOTE VOTE 55 Je 11,779,648 got day got"
9069,"ooo Bell 8.16 PM 97 % mtv.com 52,552,741 5 Seconds Of Summer ""She's Kinda Hot"" #ShesKindaHotVMA VOTE VOTE 50 J 51,015,403 Ld Fifth Harmony 'Worth It"""
9070,
9071,
9072,"Jujjteubs_ )Rures"" IDHI"
9073,"Thisus my girliriend, Ashions"
9074,SECONDs} DF SUMMED
9075,OOO AT&t 6.50 AM NPN 100% 0.54 42.46 Jet Black Heart 5 Seconds of Summer Sounds Good Feels Good (D 6 SECONDS OF SUMMER INds FEFlSGoe2 Gqodi
9076,
9077,"00 Verizon 6.26 PM 32% mtv.com 44,793,618 5 Seconds Of Summer ""She's Kinda Hot"" #ShesKindaHotVMA VOTE VOTE 5o Je 44,576,465 U"
9078,
9079,
9080,
9081,
9082,
9083,"0oo Verizon 11.36 AM Elissa Neaves @emneaves98 Like compare she's kinda hot to worth it, she's kinda hot the title be deceiving but once you listen to it it's about being an outcast and being ok with it. About how you don't have to fucking change for anyone because you are fucking awesome and then you listen to worth it and it's like ok you have to be worthy to get a mans attention: IM ON A ROLL BITCHES 11.36 AM Btart a new message Send the Um W E R T P A S D F H K 2 B N M 123 space return may"
9084,
9085,
9086,"-108 T-Mobile 1.45 PM 25 % #WorthltVMA Tweets AII Tweets justina JaureguiKordei Im FASTER GUYS WE NEED TO GO FASTER THAN WE EVER WENT RIGHT NOW TO TAKE THAT LEAD #WorthltVMA 10 SH Daily DMs Yuppy @SHDai _ Im WE'RE SO CLOSE TO GETTING THE LEAD DON'T GIVE UP !! RT THIS AND REPLY WITH THE HASHTAG RT ALL THE REPLIES !! #WorthltVMA L 39 chloe loves zoe @zoellaftlmc Im If this picture gets S0RTS that's 5Ovotes, which means we're 50 votes closer to winningll #WorthItlAAA Home Notifications Messages Me Top"
9087,holdin bak da tears ill be ok oucH n 0 rlly can u not dont louk meh
9088,Seeing this look on their faces when they win will be worth all our voting LETS DO THIS #SheKindaHotVMA
9089,Luke Hemmings Kessos dream big; kid :)
9090,EvGRYBOCY'S DOT thiIR DAmOE EVEN WIDE AWAKE OR DreRMING
9091,pud BBC News NEWS 37 mins might One Direction need a breather after five years together? http Ilbbc in/1JNwKpM #BBCGoFigure One Direction have performed 325 gigs to more than 7.5million fans since coming third on The X Factor in 2010 ppINEWS Getty Ik Likes 148 Comments   48 Shares Why
9092,
9093,"TFW 3G 3*18 AM 23 % mtv.com 13,171,294 5 Seconds Of Summer ""She's Kinda Hot"" #ShesKindaHotVMA VOTE VOTE 8o DE 12,762,568 D"
9094,LUKE iuca
9095,Jucheult Isinius
9096,
9098,
9099,96 T-Mobile 2.04 AM 40% dontstopmikey 49s dontstop mikey #sheskindahotvma #sheskindahotvma #sheskindahotvma #sheskindahotvma #sheskindahotvma #sheskindahotvma dontstop mikey 58s
9100,70 Rather GLEEe 18382
9101,
9102,
9103,
9104,"Calum Hood @Calum5sos Can't wait to back home to P Sherman Wallaby way Sydney 6/8/14, 6.34 AM get"
9105,5 SECONDS OF TF #SheskInDAKOTVMIA SUMMER
9106,
9107,
9108,
9109,
9110,
9111,
9112,
9113,
9114,A 0 S
9115,Bell 12.39 AM 53% Search Twitter trend #Hannibal 'Hannibal' Finale Postmortem: Bryan Fuller Breaks Down That Bloody: 139K Tweets about this trend #ShesKindaHotVMA 6.79M Tweets about this trend San Diego Seahawks take on San Diego in pre- season game 3 51.6K Tweets about this trend #OTRADetroit 968K Tweets about this trend New Tweet from michael Ill Home Notifications Messages Me Top
9116,TNGE
9117,2 STRESSING
9118,Seconds 'sU A 4ER
9119,
9120,
9121,"ooo Bell 8.16 PM 97 % mtv.com 52,552,741 5 Seconds Of Summer ""She's Kinda Hot"" #ShesKindaHotVMA VOTE VOTE 50 J 51,015,403 Ld Fifth Harmony 'Worth It"""
9122,
9123,
9124,YES YES
9125,"ooo AT&T 7.54 PM 82 % mtv.com HASHTAGS BELOW 50,971,164 5 Seconds Of Summer ""She's Kinda Hot"" #ShesKindaHotVMA VOTE VOTE 50 Je 49,979,528 L Fifth Harmony ""Worth It"" #eAlmVaaa"
9127,15 Waiting for ashton like
9128,"29,370,395 5 Seconds Of Summer ""She's Kinda Hot"" #ShesKindaHotVMA VOTE VOTE 56 Je 29,362,305 L Fifth Harmony ""Worth It"" #WorthltVMA"
9129,FANDOM HUG
9130,J
9131,a7io7
9132,CAPIAL A (ea0o
9133,
9134,"96 T-Mobile 4.44 AM 17 % Messages Kaptouka Details VOTE VOTE 9156 T3,367,327 Tve been up all night voting for this fucking band and | can't feel my eyes anymore dropped my phone on my face so hard that it left a bruise on my collarbone and I'm starving because [ haven't eaten since lunch but it'Il all be worth it when they win Delivered iMessage"
9135,
9136,CQLCAGE
9137,ABSOLUTELY F3EE
9138,"0 % 100% 12.46AM 4,600,742 5 Seconds Of Summer ""She's Kinda Hot"" #ShesKindaHotVMA VOTE VOTE S Je 4,330,326 U Fifth Harmony 'Worth It"" #WorthItVMA"
9139,ESTRHICHTL @UIA KFC
9140,L
9141,
9142,
9143,
9144,KFC'
9145,Ocoomoga
9146,EveRYBQCY'S DC TttR DaMONE EVEN WIDE AWAkEQr DREAMING
9147,"coleronos VOTE ON AND USING THE HASHTAGS BELOW 40,255,869 40,165,640 5 Bacogen Buta Kedahol Elh Hamom Woinir #sheskind HotVMa #WorthIIVMa 7,134,933 4517070"
9148,we re all n this together
9149,oooo AT&T 6*32 PM 75% Favorited TG by sid vicious Haley who saved Ssos @michael__. 6m soooo much competitionll #ShesKindaHotVMA . Haley who saved 5sos @michael__. 8m We can winl believe in usll #ShesKindaHotVMA sid vicious @whispersmgc to die by your side the pleasure the privilege is mine. Home Notifications Messages Me
9150,
9151,
9152,
9153,
9154,
9155,Ex8*13858 CO DAWONES EVEN WIDE AWAkE Or DREAMING
9156,
9157,DA
9159,
9160,holdin bak da tears ill be ok oucH can uno ont @meh
9161,2 DAYII VMA
9162,0o Verizon 6.26 PM 32% Search Twitter trend #ShesKindaHotVMA 410K Tweets about this trend #VMAs Watch the #VMAs tonight at 9/8C on MTVI Promoted by MTV Simon Home Notifications Messages Me Top
9163,Vg CmhLWal
9164,
9165,
9166,"ACAD CHARLESTON, SC"
9167,
9168,"0oo Verizon 11.47 AM 55 % Cute story when was taking my senior pictures was playing amnesia on my and was smiling down and she took the picture and she's like this is the most beautiful picture can tell you really love that band and your love for music is inspiring: Michigan, USA -117 Tv: PEOPLE ABC guitar"
9169,
9170,
9171,
9172,"If 200 people participated in JUST 2 full vote attacks on 5HVotingGroup we'd have 360k votes AND the lead #WorthltVMA 8/28/15, 11.34 AM 170 RETWEETS 10 FAVORITES"
9173,oatn ERE:
9174,Inexpensive Housing L MML LU fUTv R E H E A R fg: 1 4 19- ALL TIME LOW T0 THe ICE 205 days until MOUR KIL QONE
9176,"29,161,098 5 Seconds Of Summer ""She's Kinda Hot"" #ShesKindaHotVMA VOTE VOTE 56 Ja 29,153,668 L Fifth Harmony ""Worth It"" #WorthltVMA"
9177,
9178,0 YOUNG
9179,
9180,
9181,"Me: *tweets my idol* Idol: *ignores me* Me: *tweets my idol* Idol: ""ignores me* Me: hopo you roulizo you trying lo kcop your distanco frommoln nowyloEbond Mcudn loryou"
9182,
9183,
9184,ooo Bell 1:02 PM 42% Search Twitter Swansea A Swansea City's Garry Monk Rises in Premier League 227k Tweets about this trend 2 #ShesKindaHotVMA 22.6M Tweets about this trend 3 Oliver Sacks 7 Oliver Sacks: Sabbath 126K Tweets about this trend #WorthltVMA 7 32.3M Tweets about this trend Home Notifications Messages Me
9185,
9186,"00 TFW 3G 2*21 AM 24% eate Santa Cruz Abner Mares-Leo Santa Cruz bout should have LA buzzing 25.6K Tweets about this trend #ShesKindaHotMVA 41,5K Tweets about this trend 5 Reading 7 Colombian garbage collector rescues books for children New Tweet from Luke Hemmings Home Notifications Messages Me"
9187,YES YES
9188,
9189,Mt Steoxr CuPUnT
9190,
9191,
9192,
9193,Iloroson
9194,
9195,
9196,da what? Where's five sauce in this bitch? Fuq
9197,
9198,help me ELL
9199,12.57 MONTANANAA 14 259 296 posts followers following EDIT YOUR PROFILE ++4 'directioh Ford FIELO
9200,
9201,(Siriusxm Siriusx Siriusxm Siriusxi iriusxi Sirlu Siriusxi chaale8tory
9202,
9203,"3G 33% 5.05AM PHOTO 5sos.vegemite 2w Fitth Harmony if you guys get us in Ihe lead we""Il show you a clip of the sledgehammer music video votelifthharmony ITS MILA Wd Japx 5 Seconda 0l Sumnor 0350s Doesn't maiter ii we even win anything fam; YOU guys have freakin destroyed at voting: yoU are incredible, senously incredible avoleSsos 33 likes 5sos vegemite Woah, that explains a lot Besides, again"
9204,calumhood 42s 2.779 Me gusta calumhood |m on my old phone and found this gem
9205,
9206,lg  biiabt
9207,pifthahaha pifthahaha pffffthaha pifthaha pfffthahahaha yes
9208,
9209,
9210,THE BLOOD IN MY VEINS IS MADE UP OF MISTAKES
9211,
9212,ESECONDs] OF SUMMER Goo) AN|
